ID,Salary,Job Description
58,,"Only candidates who are permanent in the Administrative Staff Analyst title or those who are reachable on the current Administrative Staff Analyst list (Exam #5011) may apply. Please include a copy of your Notice of Result card or indicate if you are already permanent in the title. Failure to do so will result in your disqualification.   The NYC Department of Design and Construction, Division of Finance & Procurement seeks a Program Executive for the Borough-Based Jails Program (BBJ). The selected candidate will oversee all aspects of the budget for the design-build program comprised of at least four Borough based facilities, valued at $8.5 billion, which includes both expense and capital funding. The Program Executive, Budget, and staff will work with the Program Management Consultant (PMC) Program Manager and their staff, and DDC staff. The selected candidate will provide oversight and assistance to the PMC for the preparation of; certificates to proceed; budget code processing; journal entries; Inter Fund Agreement (IFA); capital eligibility and procurement; requests for appropriations; special account and monitoring; force account(s) implementation and tracking; fixed asset procedures; expense and capital budget actions; cost projections; and tracking estimates, to ensure adequate funding at all times, for all building projects. The Executive Director - Budget will work with other BBJ Program Executives to ensure project costs are controlled, tracked, and properly funded. Other key responsibilities include implementing tiered methodology to supervise the overall Program Budget with clear accountability for individual building project funding and cost; ensure all applicable procedures and requirements of the NYC Financial Management System (FMS) are followed."
59,,"The NYC Department of Consumer Affairs (DCA) protects and enhances the daily economic lives of New Yorkers to create thriving communities. DCA licenses more than 81,000 businesses in more than 50 industries and enforces key consumer protection, licensing, and workplace laws that apply to countless more. By supporting businesses through equitable enforcement and access to resources and, by helping to resolve complaints, DCA protects the marketplace from predatory practices and strives to create a culture of compliance. Through its community outreach and the work of its offices of Financial Empowerment and Labor Policy & Standards, DCA empowers consumers and working families by providing the tools and resources they need to be educated consumers and to achieve financial health and work-life balance. DCA also conducts research and advocates for public policy that furthers its work to support New York Cityâ€™s communities. For more information about DCA and its work, call 311 or visit DCA at nyc.gov/dca or on its social media sites, Twitter, Facebook, Instagram and YouTube.  Within DCA, the Office of Financial Empowerment (OFE) focuses on initiatives that support New Yorkers and communities with low incomes in building wealth and improving their financial health. OFE is the first local government initiative in the country with the mission to educate, empower, and protect residents and neighborhoods with low incomes so they can build assets and make the most of their financial resources. OFE uses data and research, policy, partnerships, and convenings to advance its mission. Using this model, OFE is able to develop, offer, and advocate for innovative programs and products for all New Yorkers.   OFE is seeking an Assistant Director of Operations to join OFEâ€™s Operations team. The ideal candidate must excel at building relationships, process-oriented, and can effectively manage multiple projects and timelines.   Duties shall include, but are not limited to:  â€¢Work closely with OFEâ€™s Director of Operations, DCAâ€™s Finance and Legal divisions, and the Mayorâ€™s Fund to Advance New York City to manage projects related to the divisionâ€™s financial management (including budgeting and procurement) and contract management;  â€¢Act as a strategic partner and liaison with OFE staff as they scope and plan the projects in their portfolios;  â€¢Supervise directly the Contracts & Budget Associate;  â€¢Develop, document and implement internal systems, policies, and procedures that help to organize and guide the divisionâ€™s work and operations;  â€¢Manage and process grant/operating budget expenditures, reviewing submissions from contractors, managing quarterly forecasting, and tracking grant/operating budget spending and deadlines;  â€¢Provide timely updates to the Director of Operations and other stakeholders, identifying unanticipated challenges and strategies for addressing those challenges;  â€¢Build and manage relationships with City agencies, community-based organizations, funders, grantees, and other external stakeholders and act as a liaison internally with other DCA divisions;   â€¢Draft, proofread and/or edit a range of materials, including but not limited to grant proposals, publications, reports, program documents, policy memos, and presentations; and  â€¢Implement and manage special projects as needed."
60,,"REPOST   ***PLEASE NOTE THAT ONLY EMPLOYEES PERMANENT IN THE TITLE PRINCIPAL ADMINISTRATIVE ASSOCIATE SHOULD APPLY***  The NYC Department of Environmental Protection (DEP) enriches the environment and protects public health for all New Yorkers by providing 1.1 billion gallons of high quality drinking water, managing wastewater and stormwater, and reducing air, noise, and hazardous materials pollution.  DEP is the largest combined municipal water and wastewater utility in the country, with nearly 6,000 employees.  DEP's water supply system is comprised of 19 reservoirs and 3 controlled lakes throughout the systemâ€™s 2,000 square mile watershed that extends 125 miles north and west of the City.  The Bureau of Organizational Development & Human Resources (OD&HR) is the Agencyâ€™s internal consultant/partner on organizational culture change and human resources matters for a workforce of approximately 6,000 employees.  We identify and respond to employee relations issues, staff development needs, and current and strategic work force requirements. Collaborates with employees, management, employee representatives, employee affinity groups, and other City agencies to develop sustainable policies, procedures, and practices.  OD&HR insures our operation is staffed with the best-qualified, developed, and engaged employees.  The Employee Benefits & Extended Leaves Unit (EBU) within the Bureau of OD&HR is responsible for providing the Agency with support in the following areas:  Processing all benefit onboarding, workersâ€™ compensation, pension enrollment, retirement counseling and processing, WTC 9/11 Health Initiative & Registry, Flexible Spending Programs, Deferred Compensation, Union benefits, Management Benefits Fund, and all other aspects of non-centralized related health benefit aspects.  Additionally, the unit oversees all extended leaves of absences including, but not limited to, FMLA, SLOAC, leave accrual advancements, the Dedicated Sick Leave / Salary Continuation Program and the Extended Military Benefits Program in conjunction with DCAS.  Manage Agencyâ€™s excessive annual leave carryovers and managerial lump sum payments for separating managers, and lump sum payments for non-managers separating service due to terminations and/or transferring to other City agencies.  EBU also coordinates the annual DEP Blood Drives.  The ideal candidate will serve as a Benefits Coordinator and be responsible for the following:  â€¢	Conduct onboarding for potential new hires in adherence to City policies and procedures related city benefits including health insurance, union coverage, MBF, Flexible Spending Programs, NYCERS (Pension) enrollment and Deferred Compensation Plan â€¢	Conduct new-hire orientations covering City policies and procedures related to employee benefits â€¢	Assist employees with navigating employee benefits websites and other human resources links such as Employee Self Service â€¢	Serve as a liaison to oversight agencies such as Office of Labor Relations and Management Benefits Fund (MBF), NYCAPS (DCAS), and NYCERS ensuring that enrollment materials are up to date and applications are processed in timely â€¢	Create, organize and update benefit enrollment materials/packages â€¢	Assist with retirement processing"
61,,"The New York City Department of Investigation (DOI) is one of the oldest law enforcement agencies in the country with a mission of combating municipal corruption. It serves the people of New York City by acting as an independent and nonpartisan watchdog for New York City government, City agencies, and City employees, vendors with City contracts, individuals and entities that receive City funds.  The Vendor Integrity unit is seeking a candidate who will be responsible for the investigation of matters involving fraud, waste and abuse related to DOI's Integrity Monitor program specifically on the New York City Housing Authority's (NYCHA) Hurricane Sandy Recovery Program (the NYCHA Program). The NYCHA Program will repair and restore thirty-six (36) existing NYCHA housing developments damaged by the storm. Additionally, the selected candidate will assist the Inspector General with varying tasks related to operations of the NYCHA Program.  If selected, the candidate will be fingerprinted and undergo a background investigation.  In addition, for positions that have a law enforcement and/or investigative function, the candidateâ€™s consumer credit history will be reviewed during the background investigation, and as otherwise permitted by NYC Administrative Code Â§ 8 107(24)(b)(2)(A)."
62,,"The NYC Department of Environmental Protection (DEP) enriches the environment and protects public health for all New Yorkers by providing 1.1 billion gallons of high quality drinking water, managing wastewater and stormwater, and reducing air, noise, and hazardous materials pollution.  DEP is the largest combined municipal water and wastewater utility in the country, with nearly 6,000 employees.  DEP's water supply system is comprised of 19 reservoirs and 3 controlled lakes throughout the systemâ€™s 2,000 square mile watershed that extends 125 miles north and west of the City.  The Bureau of Water Supply seeks to hire a Procurement Analyst III for a position with the Procurement and Purchasing Unit within the Management Services and Budget Directorate located in Kingston, New York. The Procurement and Purchasing Unit is responsible for supporting the Bureau by reviewing and processing all expense orders valued at under $100,000.  Under general supervision, of the Chief of Procurement, the Procurement Analyst III will be a leader of the Bureauâ€™s Procurement and Purchasing team and will review and process expense orders valued at under $100,000 for Bureau directorates. Specific duties include:  â€¢ Processing orders utilizing the New York State Requirement Contracts, New York City Requirement Contracts, New York City Requirement Contract Maintenance Repair Order â€“ Punch-Out (MRO) orders, or Micro-purchase orders as necessary.  â€¢ Following established procedures to process orders in compliance with all NYC Procurement Policy Board (PPB) Rules and in accordance with Comptrollerâ€™s Directives.    â€¢ Processing orders in a timely and accurate manner in accordance with requirements and approve orders in Financial Management System (FMS) and the Department of Citywide Administrative Services (DCAS) online system and distribute them.  â€¢ Encumbering and pre-encumbering funds for contracts.  â€¢ Working closely with Office of Procurement Management staff in to ensure the all orders are processed are in accordance with PPB rules and Agency guidelines.   â€¢ Working closely with procurement teams to in advising operational staff on procurement requirements and methods.    â€¢ Utilizing Microsoft Dynamics CRM to coordinate orders, become familiar with computer systems to process orders.    â€¢ Become proficient on the DCAS MRO system.    â€¢ Traveling throughout the 2,000+ square mile watershed, utilizing a New York City vehicle, to fulfill this position.  (This is a brief description of what you might do in this position and does not include all the duties of this position.)"
63,,"The New York City Housing Authority (NYCHA) is the nationâ€™s largest public housing authority, with an operating budget of $3.3 billion and over 11,000 employees who manage and maintain 328 developments that house over 420,000 residents. NYCHA also operates the countryâ€™s largest Section 8 program, which provides rental assistance to over 200,000 additional families.   Position Summary   The New York City Housing Authority is seeking a versatile leader to serve as its next Executive Vice President for Operations (EVP).   Reporting directly to NYCHAâ€™s General Manager and a member of the agencyâ€™s senior management team, the EVP will be responsible for leading and directing the activities of NYCHAâ€™s Operations Division.   The EVP will be instrumental in planning for and implementing NextGeneration NYCHA, the agencyâ€™s 10-year strategic plan to develop safe, clean, and connected communities for its residents.   The successful candidate will have broad latitude for independent judgment, action, and decision making.   Primary Responsibilities   The responsibilities of the Executive Vice President for Operations include, but are not limited to:   â€¢	Direct and guide the activities of the Operations Division, comprised of approximately 8,700 staff across the following teams: Property Management, Support Services and the Next Generation Operations Department;  â€¢	Set policies to guide the implementation of operational initiatives and formulation of procedures and work processes;  â€¢	Lead integrated planning and coordination between NYCHAâ€™s various divisions;  â€¢	Oversee a large portfolio of diverse properties ranging in size from brownstones to several thousand unit campuses;  â€¢	Continue to develop an operations strategy that reflects NYCHAâ€™s core business as a residential landlord  â€¢	Drive the strategyâ€™s implementation to result in increased resident satisfaction, increased staff productivity and effectiveness, and improved results on key performance indicators and;  â€¢	Lead the transition of the Authority from a centralized to a localized property management model (known as NextGeneration Operations) â€¢	Ensure quality maintenance and repairs processes over all basic maintenance and skilled trades work;  â€¢	Incorporate sustainable practices in healthy indoor environments, energy, water, and waste management throughout NYCHA;  â€¢	Work closely with colleagues to streamline work, complete cross-departmental projects, and accomplish goals set in NextGeneration NYCHA, such as transitioning to a management organization that leverages technology, operating on a staggered work schedule, and prioritizing sustainability; â€¢	Make sound recommendations regarding staff development and training:  â€¢	Operate and manage to a budget in constrained financial circumstances.   Key Competencies   â€¢	Strong Leader and Capacity Builder: a proven leader with the ability to lead a diverse and dynamic set of team members on an individual and corporate level.   This includes the ability to cultivate innovation and ownership while enforcing accountability and maintaining high expectations of staff and contractors, and to make decisions in a face-paced, public environment;  â€¢	Solutions-Driven Entrepreneur: a creative thinker, especially with experience in planning and implementing projects to improve and innovate property management practices;  â€¢	Data-driven Manager: mastery of using data and metrics to drive decisions and measure performance;  â€¢	Exemplary Communicator: ability to communicate clearly, both verbally and in writing, to a wide variety of stakeholders.   Capable of translating complex and potentially confusing information for the layperson.   Please read this posting carefully to make certain you meet the qualification requirements before applying to this position."
64,,"Under supervision, the selected candidate will maintain, clean, repair and/or tend to equipment and systems used in heating; assist in field inspections and testing of equipment. Specific duties shall include, but not be limited to the following:    1.	Maintain heating operations at development locations.  2.	Tend to and operate heating equipment; monitor CHAS equipment.  3.	Assist in the inspection and testing of boilers and related equipment.  4.	Dismantle or assemble heating equipment; requisition parts as required.   5.	Conduct and schedule tank inspections.  6.	Respond to all heating/hot water service disruptions.  7.	Repair boiler/burners and distribution system.  8.	Trouble-shoot and provide technical expertise for heating matters.  9.	Assist skilled trade administrators in the review of skilled trade tickets.  10.	Follow-up on all heating issues at assigned development locations.    Candidates selected must be available to work and travel throughout the five boroughs; and will be required to work rotating shifts, including holidays and weekends.    8:00 AM - 4:00 PM  4:00 PM - 12:00 AM   12:00 AM - 8:00 AM    Note:   A valid driverâ€™s license is required for this position.    Please read this posting carefully to make certain you meet the qualification requirements before applying to this position."
65,,"The City of New Yorkâ€™s Office of Administrative Trials and Hearings (OATH) is the nationâ€™s largest administrative tribunal, holding approximately 400,000 trials and hearings a year.    OATH is seeking ambitious, energetic and experienced individuals who embrace positive institutional change and fostering professionalism to serve as Special Officer.  Under the supervision of OATHâ€™s Security Manager, the Special Officer provides physical security, safety, loss prevention and maintenance of order in accordance with agency orders and procedures. Specific duties will include, but are not limited to:  â€¢	 Patrols designated areas of assigned locations to maintain order, preserve the peace and safeguard life and property against fire, vandalism and theft; â€¢	 Gives routine information to visitors and directs them to the proper individuals, etc.;  â€¢	 Prepare and write incident reports, maintain daily logs and documents safety hazards and conditions; â€¢	Screens employees and visitors, operates and monitors security equipment; â€¢	 Discourages and ejects disorderly persons and when appropriate, arrests violators on premise. Transports, escorts and/or arranges for transport of persons in custody to police precinct.   Prepares and transmits all necessary documents relating to the arrest."
66,,"TASK FORCE: 		Policy and Operations Research   UNIT: 			Social Services, Energy and Sustainability  JOB TITLE: 		One (1) Analyst / Senior Analyst  CONTROL CODE: 	POR-19-02    SUMMARY:  The Mayorâ€™s Office of Management and Budget (OMB) is the City government's chief financial agency. OMB's staff of analysts and experts assembles and oversees the Mayorâ€™s expense and capital budgets, which fund the services and activities of approximately 70 City agencies.   OMBâ€™s Policy and Operations Research Task Force is primarily responsible for analyzing the fiscal and economic implications of the Cityâ€™s policy initiatives and evaluating City agenciesâ€™ operations and programs, as well as conducting ad-hoc quantitative analysis. The Task Forceâ€™s Social Services, Energy and Sustainability Unit carries out special projects and program evaluation in the aforementioned policy areas.  JOB DESCRIPTION:   The duties of this position include the following:   â€¢	Apply economic and statistical techniques to develop, shape, and evaluate City policies. â€¢	Provide research and analytical support, data analysis, and draft documents and presentations related to the Task Forceâ€™s projects. â€¢	Work with large datasets and administrative data.  â€¢	Provide support to the Tax Policy, Forecasting, and Economic Analysis Task Force. â€¢	Manage projects from inception to final deliverables, with increasing autonomy according to placement title.  â€¢	Maintain excellent work relationships with other OMB task forces and City agencies."
67,,"About New York City Cyber Command  NYC Cyber Command was created in 2017 by Executive Order to lead the Cityâ€™s cyber defense efforts, working across more than 100 agencies and offices to prevent, detect, respond, and recover from cyber threats. NYC Cyber Command is committed to protecting NYC infrastructure and critical systems from malicious attacks through the use of the latest technologies, public-private partnerships, and regular training and exercises for City employees.   About the Position  The Computer Emergency Response Team (CERT) Specialist will conduct malware analysis, campaign assessment, intelligence collection and analysis, and network and host based forensics. Primary responsibilities include proactive security event and incident detection, reviewing and analyzing security events from various monitoring and logging sources, website and web application security assessment and penetration testing, packet analysis and Intrusion Detection System / Intrusion Prevention System technology and handling in an operational environment.   Responsibilities include:  â€¢	Provide tactical level intelligence analysis of Cyber threats and actors in support of Cyber defense and network operations; â€¢	Perform forensics, network vulnerability and malware analysis to conduct Cyber threats and security events;  â€¢	Deliver recommendations and actions to improve the detection, escalation, containment and resolution of incidents;  â€¢	Enhance existing incident response methods, tools and processes; â€¢	Perform real-time incident handling, including forensics collections and intrusion correlations and tracking; â€¢	Collect, assess, and catalog threat indicators;  â€¢	Maintain knowledge of the current security threat level by monitoring related Internet postings, intelligence reports, and related sources;  â€¢	Perform malware analysis and reverse engineering;  â€¢	Participate in on-call rotation;  â€¢	Perform special projects and initiatives as assigned."
68,,"The Bureau of Primary Care Access & Planning (PCAP), in the Division of Prevention and Primary Care, at the NYC Department of Health & Mental Hygiene (DOHMH) is seeking a City Research Scientist IV-B to serve as Executive Director of Health Policy.  PCAP has dedicated staff working to improve access to quality, culturally appropriate primary care for New Yorkers, particularly those who are at risk for poor health outcomes. The bureau aims to create policy, program and research initiatives that maximize health insurance coverage and the impact of primary care on population health for all New Yorkers with a strong focus on health equity.    The Executive Director of Health Policy oversees the Health Policy Unit to develop, manage and coach a team of multidisciplinary policy and research staff.  This position includes a portfolio of policy, program, project and staff management responsibilities for ensuring the bureau's programmatic, research and policy activities are data-informed and consumer-centric.  The position develops strategic direction and/or provides oversight of all bureau's policy and research activities to drive population health and achieve health optimization including addressing social determinants of health in an integrated and systematic manner.  In collaboration with other senior leadership, the Executive Director is responsible for developing priorities and resources for the bureauâ€™s overall policy and legislative portfolio in support of the bureauâ€™s mission and agencyâ€™s priorities. The position will lead and/or support the development, implementation and evaluation of grants, funding proposals and innovations or programs and the writing of scientific or peer review manuscripts.   DUTIES WILL INCLUDE BUT NOT BE LIMTED TO:  â€¢	Provide strategic direction and/or oversight to bureau, division and agency level programs and initiatives.  This includes policy and research activities for citywide media and outreach enrollment campaigns, healthcare reform, healthcare access and coverage, immigrant health, consumer health engagement and all payer benefit design.  â€¢	Oversee the development and recommend policy positions, public communications, and legislative and regulatory comments and identification and analysis of relevant pending and enacted policy initiatives that affect the health care landscape including local, state and federal health system reform and innovation initiatives, such as the Affordable Care Act and immigrant health.   â€¢	Proactively stay abreast of health system trends, programs and policies that impact underserved populations as well as input strategic and appropriate opportunities.   â€¢	Plan and advise on the development, implementation, and evaluation of grants, funding proposals and demonstration programs as applicable.   â€¢	Lead or support the bureauâ€™s scientific and peer review publications. Compile high-level reports, briefing materials, presentations, manuscripts and funding proposal related documents as needed.   â€¢	Collaborate with other Divisions within the agency to identify and secure additional resources to support activities that may not currently be supported by city or grant funds.   â€¢	Develop, manage, and coach a team of multidisciplinary policy research staff, provide policy and legislative guidance to other staff in the Bureau.   â€¢	Identify and rapidly respond to requests for policy and legislative analysis from the Bureau, Division and Agency leadership."
69,,"The New York City Department of Environmental Protection (DEP) protects public health and the environment by supplying clean drinking water, collecting and treating wastewater, and reducing air, noise, and hazardous materials pollution. DEP is the largest combined municipal water and wastewater utility in the country, with nearly 6,000 employees. We deliver 1.1 billion gallons of high quality drinking water per day to 8.5 million New York City residents and more than 1 million people in Upstate New York, and we collect and treat an average of 1.3 billion gallons of wastewater per day.  The Bureau of Water and Sewer Operations seeks to hire a Supervisor, Watershed Maintenance Level I for the Division of Distribution Operations, Richmond Chlorination, located in Staten Island, NY. Distribution's role in the Bureau is to ensure that potable water is delivered at the appropriate pressure and volume to consumers throughout the five boroughs. Within the Agency, distribution staff works closely with Bureau Field Operations, BWS Water Quality and BEDC providing engineering direction. The Distribution Section is responsible for the initiation of capital projects needed to maintain and improve the distribution system; in that role, engineers work closely with The BWSO Capital Planning Division. Outside the Agency, Distribution staff maintains close working relationships with other NYC Agencies, MTA, Con Edison and many other outside interest s whose activities affect water supply infrastructure. Plan review, advising on changes due to field conditions during construction and coordinating trunk main shutdowns play a large role in the sections activities. Distribution is responsible for the operation, maintenance and repair of valves and pressure regulators associated with the trunk main network and for response to large water main breaks, fires and other emergencies. The section also contains the Cross Connection Control and Hydraulic Flow Test Units.  Under general supervision, selected candidate supervises one or more crews of Watershed Maintainers and other subordinate personnel in the operation, maintenance, repair and inspection of water supply facilities and all their equipment and properties; supervises operations of vital disinfection equipment; makes frequent field inspection visits to various locations to assess condition and ensure proper maintenance and repair;  supervises valve operations; ensures that facilities and work methods are in compliance with environmental, health, and safety regulations and policies; using current Computerized Maintenance Management System (CMMS), stores and tracks all maintenance activities and prepares reports as needed.  License Requirement: Must possess and maintain a Grade 2B Water Treatment Operator License."
70,,"The NYC Department of Environmental Protection (DEP) enriches the environment and protects public health for all New Yorkers by providing 1.1 billion gallons of high quality drinking water, managing wastewater and stormwater, and reducing air, noise, and hazardous materials pollution.  DEP is the largest combined municipal water and wastewater utility in the country, with nearly 6,000 employees.  DEP's water supply system is comprised of 19 reservoirs and 3 controlled lakes throughout the systemâ€™s 2,000 square mile watershed that extends 125 miles north and west of the City.  The Bureau of Engineering Design & Construction (BEDC) currently has $10B of active construction contracts and another $15B of planning and design contracts under the responsibility and management of the bureau. The projects BEDC implement allow DEP as a whole to continue to operate and maintain an exemplary water supply system.  The Agencyâ€™s Vision is to be the safest, most efficient, cost effective, resilient, and transparent water utility in the nation.  In order to carry out the mission of providing high quality, reliable water supply to New York City and some upstate communities, the Department operates a network of watershed wastewater treatment plants, dams, bridges, shafts, reservoirs, tunnels, pumping stations, ultraviolet disinfection systems, filtration systems, and associated facilities throughout New York City and its watershed.  A substantial multibillion-dollar capital program is required to provide for new infrastructure as well as the reconstruction of existing assets to ensure the integrity, continuity, and high quality of the water supply.  The Water System Capital Program (WSCP) provides for the planning, design, construction management, and construction required to support our operating bureaus.   BEDCâ€™s Water System Capital Program (WSCP) staff oversees the design and construction of all capital projects managed on behalf of the Bureau of Water Supply (BWS) and the Bureau of Water and Sewer Operations (BWSO). Currently, WSCP manages the capital delivery requirements for BWS and BWSO. Some of the capital projects delivered include deep rock tunnels, screen chambers, bridges, dams, and reservoir improvements.  WSCP consists of a group of project managers and engineers who manage capital projects consistent with BEDCâ€™s project delivery and construction management procedures, with an emphasis on environmental health and safety, scope, schedule, budget, and client service.  The Water System Capital Delivery Unit within the Bureau of Engineering Design and Construction (BEDC) includes capital project delivery for City Tunnel #3 Stage 2, Queens-Brooklyn that includes two large diameter deep rockshafts, connection into the existing City Tunnel and activation for Stage 2.  In addition, integrated planning for water supply and distribution system is a priority and has been incorporated into the program.   The Bureau of Engineering Design & Construction seeks to hire a Civil Engineer III for the Water System Capital Program (WSCP), located in Lefrak Queens, NY. The selected candidate will manage the above projects as an Accountable Manager. Through a staff of project management professionals, inspectors and/or other technical/administrative staff, the Accountable Manager (AM) will direct the oversight of the design and construction of major capital construction projects for a program that will allow the DEP to meet its requirements into the future. The AM, will be responsible for the achievement of project goals and milestones, ensuring that all prepared schedules, reports, and work products conform to the scope of work.  S/he will provide a day-to-day guidance and oversight of subordinatesâ€™ work assignments, motivate current employees, approve time and leave, evaluate staff members and determine staffing requirements for implementation of the program. The AM must ensure that Environmental Health & Safety (EH&S) is incorporated throughout the project lifecycle and must be focused on client service to the operating bureaus. The selected candidate will be responsible for the implementation of all project delivery procedures and coordination with all the bureau support divisions, such as the Project Controls Group (Schedule & Cost), Permit Resource Group, Sustainability, Contracts Support, etc. The AM will also be responsible for continuous monitoring of key performance indicators with respect to scope, schedule, budget, and other project performance metrics. The AM will report directly to the Portfolio Manager.  ****Only those who have already applied and, are planning on taking the upcoming DCAS Civil Service Exam for Civil Engineer (Exam # 9045)  or permanent Civil Engineer (Exam #9522) may apply for this posting****"
71,,"** THIS IS A TEMPORARY POSITION**  In 2019, Mayor Bill de Blasio established NYC Census 2020, an office dedicated to ensuring that every New Yorker is counted in the 2020 Census. Achieving full participation in the Census is critical to ensuring that New York City is granted its fair share of political representation at the most local level, as well as in Albany and in Washington, and to ensuring that the City is granted its fair share of more than $800 billion in federal funding for housing, education, healthcare, and more.   Given New York Cityâ€™s historical undercount in previous Censuses, the City of New York is investing significant resources to encourage full participation in the 2020 Census. The City is particularly focused on increasing participation in its harder-to-count communities, especially communities of color and immigrant communities.   NYC Census 2020 is seeking exceptionally qualified candidates for the role of Community Engagement Specialist. Reporting to the Director of Strategic Planning & Executive Affairs, the Community Engagement Specialist will play a key role in managing communications between the Executive Office and staff, external parties, and between the Director and key stakeholders, as well as executive scheduling, general office management, and other duties, as assigned.   In general, Community Engagement Specialist will:   â€¢ Strategically manage the Directorâ€™s schedule and calendar; including all incoming requests and    internally-initiated requests;   â€¢ Assist with managing the Directorâ€™s communications with various external parties, including    offices of elected officials, and organizations from the nonprofit, advocacy, advertising &    marketing, philanthropic, and other similar fields;   â€¢ Work with community based groups to ensure NYC Census 2020 participation in key    community-based events;   â€¢ Work closely with the Deputy Director and the Communications team to coordinate press and    communications needs are being met;   â€¢ Other duties, as assigned. This position is will have support from interns. Qualifications A    successful candidate for this role must have:   â€¢ 1-3 years of experience working in a similar role in New York City government, or in the    nonprofit/ advocacy fields, or, preferably, on an electoral campaign;   â€¢ Well-developed and nuanced understanding of New York City political and civic discourse,    including high degrees of familiarity with elected officials, community leaders, key advocacy    groups, and government agencies;   â€¢ A high degree of familiarity with New York Cityâ€™s harder-to-count communities, especially    communities of color and immigrant communities;   â€¢ Exceptionally strong writing skills and exceptionally strong organization and    time-management skills;   â€¢ Exceptionally good judgment as it pertains to managing sensitive communications between    high-level stakeholders.   â€¢ A Bachelorâ€™s degree from an accredited 4-year university or college, or equivalent work    experience with a high school diploma."
72,,"Please note: Only candidates currently serving in a permanent Claim Specialist civil service title are eligible to apply.   The Bureau of Law & Adjustment is responsible for investigating and adjusting claims filed against the City of New York. Among other claims, Law Claims Division investigates and resolves claims for reimbursement of Special Education costs and attorneysâ€™ fees and costs where it is alleged that the City failed to provide a free and appropriate public education under the Individuals with Disabilities Education Act. The Division works closely with the New York City Department of Education and the New York City Law Department.  Under the general direction of the Law Division Chief and Assistant Law Division Chief, with latitude for independent judgment and initiative, responsibilities include, but are not limited to, the following:  â€¢ Reviewing and recommending claims for payment, settlement or disallowance;  â€¢ Completing a full investigation of claims which includes reviewing agency reports, all supporting documentation and applicable legal standards;  â€¢ Preparing written recommendations, memoranda and requests, as required;  â€¢ Interacting with and recommending approval/disapproval of settlement recommendations made by the Department of Education and the Law Department; and,  â€¢ Performing related assignments and special projects as required."
73,,"The Financial Information Services Agency and the Office of Payroll Administration (FISA-OPA) has a vacancy for an OMB Business Analyst.  Under the direction of the FISA OMB Entity Manager, with wide latitude for independent judgment, s/he will serve as a business analyst in the Financial System Group of FISA. The Business Analyst will support the Accounting, Budget, and Procurement systems which are under the umbrella of the city's Financial Management System (FMS). The primary focus of the analyst activities will be supporting the portions of the application that manage budgeting related functions.   The primary responsibilities of the position are: â€¢ Investigate and resolve software issues and defects reported by business users and others â€¢ Analyze and document business requirements - with a focus on the budget preparation and budget maintenance systems for both general and capital funds â€¢ Analyzing complex computer programming specifications to prepare structure charts or invocation diagrams â€¢ Work with technical analysts to research problems and find and implement solutions and, as necessary, review programming code in order to determine the effort needed to make changes â€¢ Test software to ensure it meets specifications and identify any defects â€¢ Support business users in the processing of business events â€¢ Run simulations of business event processing â€¢ Communicate issues and status to management and others"
74,,"The Union Services Compliance Unit is responsible for ensuring the accurate recording of union, insurance and political deductions for city employees in the Payroll Management System and New York City Automated Personnel System, providing, responsive customer service to inquiries received via email, phone or walk-ins; preparing and maintaining detailed payroll reports; reimbursing overpayments of dues & other deductions to appropriate parties and maintaining reconciled balance sheet accounts.  Under general supervision, the candidates will perform responsible analytical activities with some latitude for independent judgment. The Union Deduction Analysts will:    â€¢	Analyze union dues payments received via direct deposit in the unionsâ€™ accounts for each pay cycle pay date;   â€¢	Review and mail union dues paper check payments for unions who refuse to enroll in direct deposit;  â€¢	Upload union dues payroll information for various payroll cycles for the purpose of generating monthly invoices, letters and reports; send each union a monthly statement that explains the OPA and MLC costs incurred; â€¢	Assist in the operation of the unit by answering inquiries, responding to customer service tickets and updating payroll documents to ensure reporting deadlines are met;  â€¢	Update procedures and processes and distribute based on the new union dues reporting processes required by NYS law; â€¢	Prepare monthly MLC payment transactions using the Financial Management System (FMS); â€¢	Review and audit the process to place an employee into dues-paying status upon the unionâ€™s advising OPA that the employee has authorized dues deductions. Consistent with New York State law, FISA-OPA will process all such requests within 30 days of receipt;  â€¢	Review processed union dues requests into NYCAPS and the Payroll Management System and;  â€¢	Special projects as assigned."
